index,Month,Day,Year,Ship Name,Ship Type,Tonnage,Latitiude,Longitude,Assessment,Original Location,Month Index
1227,1,31,1944,NASAMI,Coastal Minelayer,4443,9,147.1,Sunk,"9-50N, 147-06E",26
1228,1,31,1944,YASUKUNI MARU,Converted Submarine Tender,11933,9.016666667,147.0333333,Sunk,"9-21N, 147-02E",26
1229,4,27,1944,MIIKE MARU,Transport,11739,8,134.8833333,Sunk,"8-20N, 134-53E",29
1230,3,18,1945,TSUKUSHI MARU NO 3,Cargo,1012,28.08333333,126.7333333,Sunk,"28-05N, 126-44E",40
1231,3,27,1945,ODATE,Repair Ship,1564,30.66666667,127.8333333,Sunk,"30-40N,  127-50E",40
1232,2,17,1942,SHINYO MARU NO 5,Cargo,1498,32.23333333,127.2333333,Sunk,"32-14N, 127-14E",3
1233,2,21,1942,SHOKYU MARU,Cargo,4484,32.16666667,126.4666667,Sunk,"32-10N, 126-28E",3
1234,4,23,1942,UNKNOWN MARU,Trawler,1000,28.36666667,153.3,Sunk,"28-22N, 153-18E",5
1235,5,1,1942,CALCUTTA MARU,Transport,5339,28.11666667,123.75,Sunk,"28-07N, 123-45E",6
1236,5,6,1942,TAIEI MARU,Cargo,2209,28.7,123.8333333,Sunk,"28-42N, 123-50E",6
1237,5,6,1942,TAIGEN MARU,Transport,5660,28.31666667,123.6333333,Sunk,"28-19N, 123-38E",6
1238,5,17,1942,I 164,Submarine,1635,29.41666667,134.15,Sunk,"29-25N, 134-09E",6
1239,7,4,1942,NENOHI,Destroyer,1600,52.25,173.85,Sunk,"52-15N, 173-51E",8
1240,12,24,1942,AMAKASU MARU NO 1,Water Carrier,1913,19.26666667,166.6166667,Sunk,"19-16N, 166-37E",13
1241,12,28,1942,OMI MARU,Transport,3393,6.05,160.2833333,Sunk,"6-23N, 160-17E",13
1242,3,6,1943,KIRIHA MARU,Cargo,3057,0,145,Sunk,"00-00N, 145-00E",16
1243,2,10,1942,CHUWA MARU,Cargo,2719,25.5,122.6333333,Sunk,"25-30N, 122-38E",3
1244,5,2,1942,UZAN MARU,Cargo,5014,33.43333333,135.8666667,Sunk,"33-26N, 135-52E",6
1245,5,4,1942,KONGOSAN MARU,Converted Gunboat,2119,33.53333333,126.0833333,Sunk,"33-32N, 1236-05E",6
1246,9,21,1942,KOEI MARU,Converted Net Tendner,863,6.066666667,151.85,Sunk,"6-54N, 151-51E",10
1247,1,21,1943,UNKNOWN MARU,Cargo,2984,11.41666667,109.3666667,Sunk,"11-25N, 109-22E",14
1248,2,14,1943,HIROTAMA MARU,Converted Gunboat,1911,-4.016666667,117.75,Sunk,"4-11S, 117-45E",15
1249,6,15,1943,SANRAKU MARU,Tanker,3000,5.15,119.6333333,Sunk,"5-09N, 119-38E",19
1250,7,2,1943,ISUZU MARU,Cargo,2866,13.6,121.8166667,Sunk,"13-36N, 121-49E",20
1251,9,9,1943,I 182,Submarine,1630,10.55,125.5166667,Sunk,"10-33N, 125-31E",22
1252,9,23,1943,RYOTOKU MARU,Cargo,3483,21.28333333,142,Sunk,"21-17N, 142-00E",22
1253,9,23,1943,YAMASHIRO MARU,Transport,3429,21.28333333,143,Sunk,"21-17N, 143-00E",22
1254,2,29,1944,SAKITO MARU,Transport,7126,22.66666667,131.8333333,Sunk,"22-40N, 131-50E",27
1255,8,22,1943,KAISHO MARU,Transport,4164,10.15,147.4166667,Sunk,"10-09N, 147-25E",21
1256,10,15,1943,CHICAGO MARU,Transport,5866,24.58333333,120.5166667,Sunk,"24-35N, 120-31E",23
1257,1,31,1944,HIRO MARU,Converted Net Tender,549,15.38333333,145.5833333,Sunk,"15-23N, 145-35E",26
1258,3,4,1942,UNKNOWN MARU,Cargo,4000,32.55,133.4333333,Sunk,"32-33N, 133-26E",4
1259,5,15,1942,TOYOHARA MARU,Cargo,805,33.56666667,125.15,Sunk,"33-34N, 125-09E",6
1260,3,30,1943,KUROHIME MARU,Cargo,4697,-0.366666667,147.7666667,Sunk,"00-22S, 147-46E",16
1261,12,12,1943,TOSEI MARU,Cargo,5484,2.066666667,126.2333333,Sunk,"2-44N, 126-14E",25
1262,2,8,1943,KUSUYAMA MARU,Cargo,5306,22.66666667,119.2,Sunk,"22-40N, 119-12E",15
1263,4,2,1943,TOYO MARU NO 2,Cargo,4163,7.05,149.2166667,Sunk,"7-23N, 149-13E",17
1264,4,7,1943,KOSEI MARU,Transport,8237,8,147.1,Sunk,"8-50N, 147-06E",17
1265,6,28,1943,SHOTOKU MARU,Converted Gunboat,1964,14.16666667,145.05,Sunk,"14-10N, 145-03E",19
1266,3,23,1944,I 42,Submarine,2212,6,134.05,Sunk,"6-40N, 134-03E",28
1267,5,17,1944,NICHIWA MARU,Cargo,4955,14.75,142.6666667,Sunk,"14-45N, 142-40E",30
1268,12,10,1942,KAMOI MARU,Cargo,5355,-4.1,154.9666667,Sunk,"4-56S, 154-58E",13
1269,1,26,1943,UNKNOWN MARU,Cargo,4000,2.116666667,139.7,Sunk,"2-37N, 139-42E",14
1270,1,26,1943,BUYO MARU,Transport,5447,1.083333333,139.2333333,Sunk,"1-55N, 139-14E",14
1271,1,26,1943,FUKUEI MARU NO 2,Cargo,1901,1.083333333,139.2333333,Sunk,"1-55N, 139-14E",14
1272,3,19,1943,ZOGEN MARU,Cargo,1428,38.48333333,122.3166667,Sunk,"38-29N, 122-19E",16
1273,3,19,1943,KOWA MARU,Transport,3217,38.45,122.3,Sunk,"38-27N, 122-18E",16
1274,3,21,1943,NITTSU MARU,Cargo,2183,38.08333333,124.55,Sunk,"38-05N, 124-33E",16
1275,3,21,1943,HOZAN MARU,Cargo,2260,38.18333333,124.55,Sunk,"38-11N, 124-33E",16
1276,3,23,1943,UNKNOWN MARU,Cargo,2427,38.61666667,121.0166667,Sunk,"38-37N, 121-01E",16
1277,3,24,1943,TAKAOSAN MARU,Cargo,2076,39.01666667,122.4166667,Sunk,"39-01N, 122-25E",16
1278,3,25,1943,SATSUKI MARU,Cargo,827,38.16666667,123.4333333,Sunk,"38-10N, 123-26E",16
1279,3,25,1943,UNKNOWN MARU,Cargo,2556,38.21666667,123.4,Sunk,"38-13N, 123-24E",16
1280,3,29,1943,YAMABATO MARU,Cargo,2556,30.43333333,129.6833333,Sunk,"30-26N, 129-41E",16
1281,5,7,1943,TAMON MARU NO 5,Transport,5260,40.08333333,141.8833333,Sunk,"40-05N, 141-53E",18
1282,5,9,1943,TAKAO MARU,Transport,3204,38.95,141.8166667,Sunk,"38-57N, 141-49E",18
1283,5,9,1943,JINMU MARU,Cargo,1912,38.95,141.8166667,Sunk,"38-57N, 141-49E",18
1284,9,29,1943,MASAKI MARU NO 2,Cargo,1238,40,130,Sunk,"40-00N, 130-00E",22
1285,10,5,1943,KONRON MARU,Transport,7908,34,130,Sunk,"34-00N, 130-00E",23
1286,10,6,1943,KANKO MARU,Transport,1288,37.3,129.55,Sunk,"37-18N, 129-33E",23
1287,10,9,1943,KANKO MARU,Cargo,2995,37.3,129.55,Sunk,"37-18N, 129-33E",23
1288,1,13,1943,IWASHIRO MARU,Cargo,3550,9.066666667,167.1166667,Sunk,"9-54N, 167-07E",14
1289,1,17,1943,HEIYO MARU,Transport,9815,10.21666667,151.4166667,Sunk,"10-13N, 151-25E",14
1290,1,27,1943,SHOAN MARU,Transport,5624,14.25,153.7166667,Sunk,"14-15N, 153-43E",14
1291,3,23,1943,KENYO MARU,Cargo,6486,17.26666667,144.9333333,Sunk,"17-16N, 144-56E",16
1292,5,26,1943,SHOEI MARU,Cargo,4,14.28333333,144.8833333,Sunk,"14-17N, 144-53E",18
1293,8,8,1943,NARUTO MARU,Aircraft Ferry,7149,24.2,142.85,Sunk,"24-12N, 142-51E",21
1294,1,16,1944,DENMARK MARU,Cargo,5870,23.15,135.2333333,Sunk,"23-09N, 135-14E",26
1295,4,9,1944,HONAN MARU,Cargo,5401,33.83333333,128.0166667,Sunk,"33-50N, 128-01E",29
1296,10,6,1944,AKANE MARU,Tanker,10241,19.66666667,118.0833333,Sunk,"19-40N, 118-05E",35
1297,1,26,1943,TOKAI MARU,Transport,8358,13.45,144.6166667,Sunk,"13-27N, 144-37E",14
1298,3,28,1943,SUWA MARU,Transport,10672,19.21666667,166.5666667,Sunk,"19-13N, 166-34E",16
1299,10,6,1943,KAZAHAYA,Tanker,8000,10.01666667,148.5166667,Sunk,"10-01N, 148-31E",23
1300,10,27,1943,FUJI MARU,Transport,9138,28.41666667,128.0666667,Sunk,"28-25N, 128-04E",23
1301,1,17,1944,TARUSHIMA MARU,Cargo,4865,22.75,135,Sunk,"22-45N, 135-00E",26
1302,5,14,1944,BISAN MARU,Cargo,4500,9,133.5666667,Sunk,"9-00N, 133-34E",30
1303,7,26,1944,TOSAN MARU,Transport,8666,18.21666667,117.8333333,Sunk,"18-13N, 117-50E",32
1304,7,31,1944,YOSHINO MARU,Transport,89990,19.16666667,120.9666667,Sunk,"19-10N, 120-58E",32
1305,8,12,1944,SHIMPO MARU,Tanker,5135,13.28333333,120.1166667,Sunk,"13-17N, 120-07E",33
1306,10,7,1944,KINUGASA MARU,Transport,8407,14.5,115.8,Sunk,"14-30N, 115-48E",35
1307,10,9,1944,TOKUWA MARU,Cargo,1943,12.76666667,118.0333333,Sunk,"12-46N, 118-02E",35
1308,10,30,1944,TAKANE MARU,Tanker,10021,30.23333333,132.8333333,Sunk,"30-14N, 132-50E",35
1309,11,4,1944,KAGU MARU,Transport,6806,15.9,119.75,Sunk,"15-54N, 119-45E",36
1310,11,21,1944,GYOSAN MARU,Cargo,5698,10.65,115.0833333,Sunk,"10-39N, 115-05E",36
1311,12,6,1944,KENJO MARU,Cargo,6933,18.95,120.9666667,Sunk,"18-57N, 120-58E",37
1312,12,8,1944,SHOEI MARU,Tanker,2854,4.05,111.5166667,Sunk,"4-03N, 111-31E",37
1313,1,8,1945,HIKOSHIMA MARU,Tanker,2854,24.61666667,120.5,Sunk,"24-37N, 120-30E",38
1314,4,7,1945,ISUZU,Light Cruiser,5700,-7.133333333,118.15,Sunk,"7-38S, 118-09E",41
1315,6,4,1942,SORYU,Light Aircraft Carrier,17500,30.21666667,179.2833333,Sunk,"30-13N, 179-17E",7
1316,7,25,1944,SAMIDARE,Destroyer,1580,8,134.6333333,Sunk,"8-10N, 134-38E",32
1317,9,9,1944,EIYO MARU NO 2,Tanker,5061,8.016666667,122.6666667,Sunk,"8-11N, 122-40E",34
1318,10,25,1944,TAMA,Light Cruiser,5700,21.38333333,127.3166667,Sunk,"21-23N, 127-19E",35
1319,11,14,1944,YUTAKA MARU,Cargo,2704,12.66666667,120.6666667,Sunk,"12-40N, 120-40E",36
1320,12,6,1944,YASUKUNI MARU,Cargo,5794,18.85,121.1166667,Sunk,"18-51N, 121-07E",37
1321,1,3,1945,SHINSHU MARU,Converted Water Carrier,8170,21.95,119.7333333,Sunk,"21-57N, 119-44E",38
1322,2,19,1943,HIBARI MARU,Cargo,6550,-6.083333333,155.8333333,Sunk,"6-45S, 155-50E",15
1323,5,22,1944,TSUKUBA MARU,Cargo,3172,21.33333333,117.1666667,Sunk,"21-20N, 117-10E",30
1324,1,31,1945,TAIETSU MARU,Cargo,68990,14.91666667,109.0166667,Sunk,"14-55N, 109-01E",38
1325,3,17,1945,IKOMASAN MARU,Transport,3173,26.13333333,119.9333333,Sunk,"26-08N, 119-56E",40
